pub_health_related_factors_chronic_kidney_issues,"Chronic kidney issues?",,,,"Chronic kidney issues?"
pub_health_related_factors_chronic_heart_issues,"Chronic heart issues (i.e., heart failure)?",,,,"Chronic heart issues (i.e., heart failure)?"
pub_health_related_factors_chronic_liver_issues,"Chronic liver issues (i.e., hepatitis)?",,,,"Chronic liver issues (i.e., hepatitis)?"
pub_health_related_factors_HIV_AIDS,HIV/AIDS?,,,,HIV/AIDS?
pub_health_respiratory,"Respiratory symptoms, such as cough (usually dry), sore throat, shortness of breath
",,,,"Respiratory symptoms, such as cough (usually dry), sore throat, shortness of breath
"
pub_health_conjunctivitis,Conjunctivitis,,,,Conjunctivitis
pub_health_headcold,"Head cold",,,,"Head cold"
pub_health_head_cold,"Head cold",,,,"Head cold"
pub_health_enter_place,"Enter city/town/village only",,,,"Enter city/town/village only"
pub_health_enter_post_code,"Enter postal code",,,,"Enter postal code"
pub_health_share_with_contacts_content1,"You have been in contact with someone who has recently been diagnosed with COVID-19. Please track your symptoms.",,,,"You have been in contact with someone who has recently been diagnosed with COVID-19. Please track your symptoms."
pub_health_share_with_contacts_content2,"I'd like to share the Centiva app with you because together we can prevent the new coronavirus from spreading!",,,,"I'd like to share the Centiva app with you because together we can prevent the new coronavirus from spreading!"
pub_health_check_in_button,"Check in",,,,"Check in"
pub_health_risk_alert_info_verified,"One of the locations you visited had a high risk of exposure.",,,,"One of the locations you visited had a high risk of exposure."
pub_health_related_factors_adipositas,"Obesity grade lll (morbid, BMI ≥ 40 kg/m²)",,,,"Obesity grade lll (morbid, BMI ≥ 40 kg/m²)"
pub_health_symptoms_version,"BAG recommendation as of 15 May 2020",,,,"BAG recommendation as of 15 May 2020"
pub_health_test_has_verification_code,"Have you received a verification code?",,,,"Have you received a verification code?"
pub_health_check_in_button_home,"Location Check in",,,,"Location Check in"
pub_health_test_verification_label,"Verification code",,,,"Verification code"
pub_health_test_verification_placeholder,"Enter verification code",,,,"Enter verification code"
pub_health_test_basic_health_label,"Basic health",,,,"Basic health"
pub_health_test_gender_label,Gender,,,,Gender
pub_health_test_age_bracket_label,"Age bracket",,,,"Age bracket"
pub_health_invite_contact_subject,"COVID-19 by Centiva",,,,"COVID-19 by Centiva"
join_now_button,"Join now",,,,"Join now"
onboarding_bonus_description,"Onboarding bonus",,,,"Onboarding bonus"
transaction_reward_title,"Query reward",,,,"Query reward"
transaction_reward_description,"Reward for query",,,,"Reward for query"
add_provider_manually_title,"Register with a provider",,,,"Register with a provider"
add_provider_manually_description,"Scan a registration QR code, enter a provider registration link, or tap the registration link again and open using the (just installed) Centiva app. Tap <Skip> if you were not referred by your provider.",,,,"Scan a registration QR code, enter a provider registration link, or tap the registration link again and open using the (just installed) Centiva app. Tap <Skip> if you were not referred by your provider."
remind_provider_mannually_description,"Please confirm that you wish to continue without adding a provider",,,,"Please confirm that you wish to continue without adding a provider"
add_provider_manually_skip_btn,"Yes, continue",,,,"Yes, continue"
